"movie_name","title","reviewer","review","date","ratings"
"fleabag (2016–2019)","over the top funny","yossarian","ive rarely seen anything this funny and there it ishalf an hour of nonstop laughterphoebe wallerbridge is hysterical as she constantly shares both her innermost and her totally superficial feelings with the audience even while shes having sex she is totally bizarre as are the entire supporting cast and they wont allow you to stop laughingif they can keep up the energy levels of the first two episodes they will have a major hit on their handsi had such a good time watching this and i cant wait for the next episodedont pass this by its one of the best shows tv has to offerenjoy",2018-04-05,NA
"fleabag (2016–2019)","i am shocked i really enjoyed it","djg","not my typical cup of tea watched an episode with no intent and before i knew it i was smiling then laughing phoebe has amazing comedic talent even an old guy like me can recognize her talent quirky irreverent intelligent humor not something in abundance here in the states",2017-01-26,NA
"fleabag (2016–2019)","utterly brilliant performance and writing from phoebe wallerbridge","cherold","when i watched the first episode of fleabag i thought it was very funny but at the same time thought the main character was a bit off putting but dont worry her awfulness is mainly showwhen i got around to watching the second episode which was even funnier i was hooked and bingewatched the restphoebe wallerbridge gives an amazing performance she has a wonderfully expressive face which she uses to communicate with the audience who she treats as a friend shes sharing secrets with she can say everything with just a wry look or a moment of surprisewhile fleabag can seem like a sexobsessed sitcom the series insistently adds complexity to its characters the main character is funny and bawdy but also haunted by the death of a friend and traumatized by her upbringing her sister at first seems like a stock antagonist but their relationship turns out to be far more nuanced and the actresses chemistry is remarkable even a bit part early on is given a chance at redemptionthis is the first ive heard of wallerbridge but she is an incredible talent i just learned she made another series this year called crashing so i know what im watching next update i watched it it was great",2021-05-30,NA
"fleabag (2016–2019)","quirky and heartbreaking","izabelab","im still so annoyed with bbc for switching to online only i still enjoy watching the show on my lunch break at work but it doesnt beat watching it on the boxfleabag is one of the best shows to come from bbc since the likes of gary tank commander and cuckoo i dont get why a show like this isnt given a more prime time viewing slot it seemed to be lost in obscurity and just deserved moresome of the situations obviously are a little unusual to say the least but the writing is just so goodphoebe wallerbridge is proving herself to be an actress and writer etc of huge talents fleabag is genuinely funny just as good as the recent channel four series crashing a project of hers i also loved olivia colman can do no wrong but its nice to see her cast in a very different role so often playing a sweet character she shows her versatility bill patterson great also",2016-08-28,NA
"fleabag (2016–2019)","how good is this","sleepindragon","i never give  stars since im personally dubious of all  star reviewsbut lately american comedies are so full of social justice and religiouspolitical engineering i almost forgot what it was like to laugh finding this show just started season its an anarchistic breathe of fresh air compared to the groupthink slop being shoveled into our troughs here in the usits been so long since i watched something designed to make me laugh instead of control the way i think im gonna give it the full  stars very excited to watch the rest of season ",2019-03-06,NA
"fleabag (2016–2019)","an anarchistic breathe of fresh air","moviefan","i thought this show was so good i emailed bbc to thank them for airing it and decided to write my first imdb review i thought it would be a comedy going in and it did really make me laugh at times but it turned out to be something very different some of if not the best storytelling ive ever seen in series format i wont say anything else because i loved how it quietly surprised me i suspect this show might not be for everyone i struggle to elaborate on that but give it a go a couple of episodes in and i was completely absorbed in this dysfunctional human taleevery part of this tv shows production was so well done fantastic acting editing photography if thats the right word i really cant think of anything else like it off the top of my head so i would suggest watching it based on that alone and will be interested to see what the imdb algorithm suggests people might also like in time as it is i dont think any of the suggestions are remotely comparable you really will miss out if you pass over this one and at just two episodes youll know what its about you wont be disappointed by the ending if you choose to keep going it was so well done everyone involved should be so proud",2016-08-27,NA
"winning time: the rise of the lakers dynasty (2022–2023)","cancelled even before reaching the peak","kububeach","the decision to cancel the show is still mindbogglng to me i thought they received positive reviews from critics and fansanyway i really enjoyed the show i might be biased as im a big lakers fan but i think the combinaton of well established stars reilly brody clarke and the least known ones did work i really like quincy isaiah acting as magic its perfect the different pace between first and second season might be confusing but its not a major flaw the cinematography is also very good and it fits the narrative of the show its lakers s lakers the showtimeagain im still annoyed with the show cancellation i thought there could be more saucy stories or plots to be developed in the following seasons",2022-05-09,NA
"winning time: the rise of the lakers dynasty (2022–2023)","an entertaining show but","schappe","ive now watched all ten episodes of what will now be the first season and was wonderfully entertained by this audacious fastpaced show i love the scenes where jerry buss addresses the audience and was sorry that there were fewer of them after the amazing opener the cast is wonderful john c reilly is perfect as the eversmiling but often troubled dr jerry buss i doubt will ferrell would have been as good sally field is wonderful as his mother and hadley robinson as his under appreciated daughter jeannie who now owns the team and gabby hoffman as buss chief assistant are also excellent quincy isaiah and solomon hughes both look and act like magic johnson and kareem abduljabbar the coaches tracy letts as jack mckinney jason segal as paul westhead and adrien brody as pat reilly all do a good job and the many other roles seem wellcastid give the show a  except for the portrayal of jerry west which has bene heavily criticized by everyone who knew jerry and by jerry himself who appears to be ready to sue the producers ive only seen jerry west on tv but he always seemed like a polite southern gentleman that he would have to be more than that to be the competitor he was is not surprising ive read that he had a lot of inner turmoil but not that he was the temperamental profane selfinvolved jerk we see here it made me wonder how much of what we see in this series is true and how much of it is not theres such a thing as literary license and that may be necessary to turn the cacophony of life into a story but that doesnt excuse character assassinationi also question the characterization of paul westhead as a weakling who doesnt realize that hes going to have to argue with the referees westhead had been the head coach at lasalle for  years before this and had successful teams there thats not the nba but westhead shouldnt have been that far over his head coaching the lakers hed never been an assistant to jack mckinney before the  season yet hes depicted as a longtime mckinney loyalist who is told by jack that mckinney hired him because he knew that westhead would never be a threat to his job or to leave for another this just doesnt seem rightpostscript they have now cancelled this show after the second season which finished with a summary of what happened in subsequent seasons thus the show dramatizes only half of the lakers dynasty and none of the post dynasty era where magic acquired hiv the subject of the first scene in the premiere and lost to michael jordans bulls in magics last finals appearance this is hugely disappointing but i suppose that it was an expensive show to produce and since the ratings were down i guess they felt they had no choice it thus ends with a celtics victory ill bet red auerbach is puffing on his cigar wherever he is now",2022-03-09,NA
"winning time: the rise of the lakers dynasty (2022–2023)","way better than i thought i would be","ellipseanostalrius","i wasnt even going to watch it from the trailers i thought it would be campy and irritating but its notthe comedy bits are actually well developed through excellent dialog not just pratfalls and such there is serious subject matter touched on as well it is really well cast the actors cast may be caricatures of the basketball players they represent but they are enjoyable caricatures highlighting their most endearing or confounding traitsi see many people do not like the portrayals of their alltime favorite basketball stars because they are not exact i had no aspersions this was going to be a factbased drama i thought it was going to be more of an airplane shtickfilled goof festi dont know how accurate it all is because clearly some of the scenes are entirely fabricated clearly some of the setups are for the comedic or dramatic effect and thats totally fineoverall well directed great cast great writing i recommend this to anyone not just basketball lovers",2022-05-01,NA
"winning time: the rise of the lakers dynasty (2022–2023)","as good as it gets","xthexxtruthx","top level tv everything about it oozes quality passion attention to detailscript cast characters relationships direction music costumes choices on the tools used to filmauthenticity in an era of phoney talentless garbagebeautiful",2022-03-07,NA
"winning time: the rise of the lakers dynasty (2022–2023)","only into basketball a little and love this series","uniqueparticle","adam mckay is a masterful director to start off the series most of his projects are great especially the drama ones step brothers and anchorman are excellent as well winning time is better than i expected its fun very well made all around and powerful acting that is captivating i dont even know much about basketball would still recommend the series",2022-03-13,NA
"winning time: the rise of the lakers dynasty (2022–2023)","so far  its engaging","maxax","okay  slight update to my original review  i have finally watched all of it both seasons  and i loved it all i was personally hoping for a season   it was a great series only one episode in  but its engaging they could probably clean it up just a bit  i dont really need a lot of raunch in my basketball  theres a lot more to the story than just sex there are a lot of elements to explore here  but its not bad so farnow that ive finished the entire series let me say this  it was good i enjoyed it tons and sure some of the players coaches and staff felt like they werent portrayed  accurately  and they werent consulted during the making of the show but  i dont think anyone was really represented badly  and its a show  it was good  i really enjoyed it",2022-03-07,NA
"winning time: the rise of the lakers dynasty (2022–2023)","as a laker fan","asterblasterth","i had to check this out of course i must say i am not disappointed for now i like the way they shot it and breaking down the th wall is a nice touch too it also makes you feel youre back in the s the casting is great not only for their talent but also for their appearance the resemblance with magic kareem dr buss and jerry west is definitely there as a life long laker fan the story is very recognizable with some dramatization of coursei think its an interesting show whether youre a laker fan or not",2022-03-16,NA
"winning time: the rise of the lakers dynasty (2022–2023)","rollicking miniseries is sure to show you a good time","paulallaer","as episode  of winning time the rise of the lakers dynasty  release  episodes of about an hour each opens it is november   and magic johnson finds out he has tested positive for hiv we then go to the playboy mansion los angeles  as we are introduced to real estate developer jerry buss who has set his sights on buying the la lakers from thenowner jack kent cooke among rumors that the nba is not doing well and might not exist in five years at this point we are  minutes into episode couple of comments this series is the brainchild of max borenstein writer of several godzilla movies with andy mckay yes the andy mckay of dont look up and the big short serving as executive producer and also directing episode  for good measure in fact having seen the initial  episodes to date this miniseries has the mckay vibe all over it including character talking directly to the audience grainy photography to recreate the s vibe etc episode  deals primarily with the purchase of the franchise by jerry buss episode  deals primarily with jerry wests continued and fierce resistance to magic johnson along the way we get exposed to some of the relics of those times including ugly scenes of blatant bigotry and racism for the good ol white boys like jack kent cooke ugh this miniseries features an allstar cast with john c reilly seemingly having the time of his life as jerry buss but many others such as jason clark as jerry west and adrien brody and sally field who have yet to appear bottom line this is a rollicking look back to the s when the nba really starting coming into its own carried by the lakersceltics rivalry personified in the magic johnsonlarry bird rivalry just sit back and relax showtime is herewinning time premiered premiered in early march on hbo and once episodes have aired they are available on hbo on demand and hbo max where i caught it new episodes air on sunday evenings if you are an nba fan or simply have fond memories of the s id readily suggest you check this out and draw your own conclusion",2022-03-14,NA
"winning time: the rise of the lakers dynasty (2022–2023)","this show rules","heywoodjablome","i dont understand the negative reviews john c riley kills iti came into this with really no expectations at alli wasnt excited and a bit skepticalbut so far im loving itthe guy who plays jerry west really shines as well and somewhat hilariousand breaking the fourth wall was a genius idea times better than watching the lakers this season",2022-03-21,NA
"winning time: the rise of the lakers dynasty (2022–2023)","for any basketball fan this is fun","abehkrieger","i dont know if every detail is correct and i dont care this show is fun the depiction of jerry west is hysterical i wouldnt be surprised if jerry has already sued the show i never rooted for the lakers though i always admired their style this series takes you back to a time when sports was about competition and fun and not about slogans on the court",2022-03-08,NA
"winning time: the rise of the lakers dynasty (2022–2023)","cancelled even before reaching the peak","kububeach","the decision to cancel the show is still mindbogglng to me i thought they received positive reviews from critics and fansanyway i really enjoyed the show i might be biased as im a big lakers fan but i think the combinaton of well established stars reilly brody clarke and the least known ones did work i really like quincy isaiah acting as magic its perfect the different pace between first and second season might be confusing but its not a major flaw the cinematography is also very good and it fits the narrative of the show its lakers s lakers the showtimeagain im still annoyed with the show cancellation i thought there could be more saucy stories or plots to be developed in the following seasons",2022-05-09,NA
"winning time: the rise of the lakers dynasty (2022–2023)","an entertaining show but","schappe","ive now watched all ten episodes of what will now be the first season and was wonderfully entertained by this audacious fastpaced show i love the scenes where jerry buss addresses the audience and was sorry that there were fewer of them after the amazing opener the cast is wonderful john c reilly is perfect as the eversmiling but often troubled dr jerry buss i doubt will ferrell would have been as good sally field is wonderful as his mother and hadley robinson as his under appreciated daughter jeannie who now owns the team and gabby hoffman as buss chief assistant are also excellent quincy isaiah and solomon hughes both look and act like magic johnson and kareem abduljabbar the coaches tracy letts as jack mckinney jason segal as paul westhead and adrien brody as pat reilly all do a good job and the many other roles seem wellcastid give the show a  except for the portrayal of jerry west which has bene heavily criticized by everyone who knew jerry and by jerry himself who appears to be ready to sue the producers ive only seen jerry west on tv but he always seemed like a polite southern gentleman that he would have to be more than that to be the competitor he was is not surprising ive read that he had a lot of inner turmoil but not that he was the temperamental profane selfinvolved jerk we see here it made me wonder how much of what we see in this series is true and how much of it is not theres such a thing as literary license and that may be necessary to turn the cacophony of life into a story but that doesnt excuse character assassinationi also question the characterization of paul westhead as a weakling who doesnt realize that hes going to have to argue with the referees westhead had been the head coach at lasalle for  years before this and had successful teams there thats not the nba but westhead shouldnt have been that far over his head coaching the lakers hed never been an assistant to jack mckinney before the  season yet hes depicted as a longtime mckinney loyalist who is told by jack that mckinney hired him because he knew that westhead would never be a threat to his job or to leave for another this just doesnt seem rightpostscript they have now cancelled this show after the second season which finished with a summary of what happened in subsequent seasons thus the show dramatizes only half of the lakers dynasty and none of the post dynasty era where magic acquired hiv the subject of the first scene in the premiere and lost to michael jordans bulls in magics last finals appearance this is hugely disappointing but i suppose that it was an expensive show to produce and since the ratings were down i guess they felt they had no choice it thus ends with a celtics victory ill bet red auerbach is puffing on his cigar wherever he is now",2022-03-09,NA
"winning time: the rise of the lakers dynasty (2022–2023)","way better than i thought i would be","ellipseanostalrius","i wasnt even going to watch it from the trailers i thought it would be campy and irritating but its notthe comedy bits are actually well developed through excellent dialog not just pratfalls and such there is serious subject matter touched on as well it is really well cast the actors cast may be caricatures of the basketball players they represent but they are enjoyable caricatures highlighting their most endearing or confounding traitsi see many people do not like the portrayals of their alltime favorite basketball stars because they are not exact i had no aspersions this was going to be a factbased drama i thought it was going to be more of an airplane shtickfilled goof festi dont know how accurate it all is because clearly some of the scenes are entirely fabricated clearly some of the setups are for the comedic or dramatic effect and thats totally fineoverall well directed great cast great writing i recommend this to anyone not just basketball lovers",2022-05-01,NA
"winning time: the rise of the lakers dynasty (2022–2023)","as good as it gets","xthexxtruthx","top level tv everything about it oozes quality passion attention to detailscript cast characters relationships direction music costumes choices on the tools used to filmauthenticity in an era of phoney talentless garbagebeautiful",2022-03-07,NA
"winning time: the rise of the lakers dynasty (2022–2023)","only into basketball a little and love this series","uniqueparticle","adam mckay is a masterful director to start off the series most of his projects are great especially the drama ones step brothers and anchorman are excellent as well winning time is better than i expected its fun very well made all around and powerful acting that is captivating i dont even know much about basketball would still recommend the series",2022-03-13,NA
"winning time: the rise of the lakers dynasty (2022–2023)","so far  its engaging","maxax","okay  slight update to my original review  i have finally watched all of it both seasons  and i loved it all i was personally hoping for a season   it was a great series only one episode in  but its engaging they could probably clean it up just a bit  i dont really need a lot of raunch in my basketball  theres a lot more to the story than just sex there are a lot of elements to explore here  but its not bad so farnow that ive finished the entire series let me say this  it was good i enjoyed it tons and sure some of the players coaches and staff felt like they werent portrayed  accurately  and they werent consulted during the making of the show but  i dont think anyone was really represented badly  and its a show  it was good  i really enjoyed it",2022-03-07,NA
"winning time: the rise of the lakers dynasty (2022–2023)","as a laker fan","asterblasterth","i had to check this out of course i must say i am not disappointed for now i like the way they shot it and breaking down the th wall is a nice touch too it also makes you feel youre back in the s the casting is great not only for their talent but also for their appearance the resemblance with magic kareem dr buss and jerry west is definitely there as a life long laker fan the story is very recognizable with some dramatization of coursei think its an interesting show whether youre a laker fan or not",2022-03-16,NA
"winning time: the rise of the lakers dynasty (2022–2023)","rollicking miniseries is sure to show you a good time","paulallaer","as episode  of winning time the rise of the lakers dynasty  release  episodes of about an hour each opens it is november   and magic johnson finds out he has tested positive for hiv we then go to the playboy mansion los angeles  as we are introduced to real estate developer jerry buss who has set his sights on buying the la lakers from thenowner jack kent cooke among rumors that the nba is not doing well and might not exist in five years at this point we are  minutes into episode couple of comments this series is the brainchild of max borenstein writer of several godzilla movies with andy mckay yes the andy mckay of dont look up and the big short serving as executive producer and also directing episode  for good measure in fact having seen the initial  episodes to date this miniseries has the mckay vibe all over it including character talking directly to the audience grainy photography to recreate the s vibe etc episode  deals primarily with the purchase of the franchise by jerry buss episode  deals primarily with jerry wests continued and fierce resistance to magic johnson along the way we get exposed to some of the relics of those times including ugly scenes of blatant bigotry and racism for the good ol white boys like jack kent cooke ugh this miniseries features an allstar cast with john c reilly seemingly having the time of his life as jerry buss but many others such as jason clark as jerry west and adrien brody and sally field who have yet to appear bottom line this is a rollicking look back to the s when the nba really starting coming into its own carried by the lakersceltics rivalry personified in the magic johnsonlarry bird rivalry just sit back and relax showtime is herewinning time premiered premiered in early march on hbo and once episodes have aired they are available on hbo on demand and hbo max where i caught it new episodes air on sunday evenings if you are an nba fan or simply have fond memories of the s id readily suggest you check this out and draw your own conclusion",2022-03-14,NA
"winning time: the rise of the lakers dynasty (2022–2023)","this show rules","heywoodjablome","i dont understand the negative reviews john c riley kills iti came into this with really no expectations at alli wasnt excited and a bit skepticalbut so far im loving itthe guy who plays jerry west really shines as well and somewhat hilariousand breaking the fourth wall was a genius idea times better than watching the lakers this season",2022-03-21,NA
"winning time: the rise of the lakers dynasty (2022–2023)","for any basketball fan this is fun","abehkrieger","i dont know if every detail is correct and i dont care this show is fun the depiction of jerry west is hysterical i wouldnt be surprised if jerry has already sued the show i never rooted for the lakers though i always admired their style this series takes you back to a time when sports was about competition and fun and not about slogans on the court",2022-03-08,NA
"winning time: the rise of the lakers dynasty (2022–2023)","cancelled even before reaching the peak","kububeach","the decision to cancel the show is still mindbogglng to me i thought they received positive reviews from critics and fansanyway i really enjoyed the show i might be biased as im a big lakers fan but i think the combinaton of well established stars reilly brody clarke and the least known ones did work i really like quincy isaiah acting as magic its perfect the different pace between first and second season might be confusing but its not a major flaw the cinematography is also very good and it fits the narrative of the show its lakers s lakers the showtimeagain im still annoyed with the show cancellation i thought there could be more saucy stories or plots to be developed in the following seasons",2022-05-09,NA
"winning time: the rise of the lakers dynasty (2022–2023)","an entertaining show but","schappe","ive now watched all ten episodes of what will now be the first season and was wonderfully entertained by this audacious fastpaced show i love the scenes where jerry buss addresses the audience and was sorry that there were fewer of them after the amazing opener the cast is wonderful john c reilly is perfect as the eversmiling but often troubled dr jerry buss i doubt will ferrell would have been as good sally field is wonderful as his mother and hadley robinson as his under appreciated daughter jeannie who now owns the team and gabby hoffman as buss chief assistant are also excellent quincy isaiah and solomon hughes both look and act like magic johnson and kareem abduljabbar the coaches tracy letts as jack mckinney jason segal as paul westhead and adrien brody as pat reilly all do a good job and the many other roles seem wellcastid give the show a  except for the portrayal of jerry west which has bene heavily criticized by everyone who knew jerry and by jerry himself who appears to be ready to sue the producers ive only seen jerry west on tv but he always seemed like a polite southern gentleman that he would have to be more than that to be the competitor he was is not surprising ive read that he had a lot of inner turmoil but not that he was the temperamental profane selfinvolved jerk we see here it made me wonder how much of what we see in this series is true and how much of it is not theres such a thing as literary license and that may be necessary to turn the cacophony of life into a story but that doesnt excuse character assassinationi also question the characterization of paul westhead as a weakling who doesnt realize that hes going to have to argue with the referees westhead had been the head coach at lasalle for  years before this and had successful teams there thats not the nba but westhead shouldnt have been that far over his head coaching the lakers hed never been an assistant to jack mckinney before the  season yet hes depicted as a longtime mckinney loyalist who is told by jack that mckinney hired him because he knew that westhead would never be a threat to his job or to leave for another this just doesnt seem rightpostscript they have now cancelled this show after the second season which finished with a summary of what happened in subsequent seasons thus the show dramatizes only half of the lakers dynasty and none of the post dynasty era where magic acquired hiv the subject of the first scene in the premiere and lost to michael jordans bulls in magics last finals appearance this is hugely disappointing but i suppose that it was an expensive show to produce and since the ratings were down i guess they felt they had no choice it thus ends with a celtics victory ill bet red auerbach is puffing on his cigar wherever he is now",2022-03-09,NA
"winning time: the rise of the lakers dynasty (2022–2023)","way better than i thought i would be","ellipseanostalrius","i wasnt even going to watch it from the trailers i thought it would be campy and irritating but its notthe comedy bits are actually well developed through excellent dialog not just pratfalls and such there is serious subject matter touched on as well it is really well cast the actors cast may be caricatures of the basketball players they represent but they are enjoyable caricatures highlighting their most endearing or confounding traitsi see many people do not like the portrayals of their alltime favorite basketball stars because they are not exact i had no aspersions this was going to be a factbased drama i thought it was going to be more of an airplane shtickfilled goof festi dont know how accurate it all is because clearly some of the scenes are entirely fabricated clearly some of the setups are for the comedic or dramatic effect and thats totally fineoverall well directed great cast great writing i recommend this to anyone not just basketball lovers",2022-05-01,NA
"winning time: the rise of the lakers dynasty (2022–2023)","as good as it gets","xthexxtruthx","top level tv everything about it oozes quality passion attention to detailscript cast characters relationships direction music costumes choices on the tools used to filmauthenticity in an era of phoney talentless garbagebeautiful",2022-03-07,NA
"winning time: the rise of the lakers dynasty (2022–2023)","only into basketball a little and love this series","uniqueparticle","adam mckay is a masterful director to start off the series most of his projects are great especially the drama ones step brothers and anchorman are excellent as well winning time is better than i expected its fun very well made all around and powerful acting that is captivating i dont even know much about basketball would still recommend the series",2022-03-13,NA
"winning time: the rise of the lakers dynasty (2022–2023)","so far  its engaging","maxax","okay  slight update to my original review  i have finally watched all of it both seasons  and i loved it all i was personally hoping for a season   it was a great series only one episode in  but its engaging they could probably clean it up just a bit  i dont really need a lot of raunch in my basketball  theres a lot more to the story than just sex there are a lot of elements to explore here  but its not bad so farnow that ive finished the entire series let me say this  it was good i enjoyed it tons and sure some of the players coaches and staff felt like they werent portrayed  accurately  and they werent consulted during the making of the show but  i dont think anyone was really represented badly  and its a show  it was good  i really enjoyed it",2022-03-07,NA
"winning time: the rise of the lakers dynasty (2022–2023)","as a laker fan","asterblasterth","i had to check this out of course i must say i am not disappointed for now i like the way they shot it and breaking down the th wall is a nice touch too it also makes you feel youre back in the s the casting is great not only for their talent but also for their appearance the resemblance with magic kareem dr buss and jerry west is definitely there as a life long laker fan the story is very recognizable with some dramatization of coursei think its an interesting show whether youre a laker fan or not",2022-03-16,NA
"winning time: the rise of the lakers dynasty (2022–2023)","rollicking miniseries is sure to show you a good time","paulallaer","as episode  of winning time the rise of the lakers dynasty  release  episodes of about an hour each opens it is november   and magic johnson finds out he has tested positive for hiv we then go to the playboy mansion los angeles  as we are introduced to real estate developer jerry buss who has set his sights on buying the la lakers from thenowner jack kent cooke among rumors that the nba is not doing well and might not exist in five years at this point we are  minutes into episode couple of comments this series is the brainchild of max borenstein writer of several godzilla movies with andy mckay yes the andy mckay of dont look up and the big short serving as executive producer and also directing episode  for good measure in fact having seen the initial  episodes to date this miniseries has the mckay vibe all over it including character talking directly to the audience grainy photography to recreate the s vibe etc episode  deals primarily with the purchase of the franchise by jerry buss episode  deals primarily with jerry wests continued and fierce resistance to magic johnson along the way we get exposed to some of the relics of those times including ugly scenes of blatant bigotry and racism for the good ol white boys like jack kent cooke ugh this miniseries features an allstar cast with john c reilly seemingly having the time of his life as jerry buss but many others such as jason clark as jerry west and adrien brody and sally field who have yet to appear bottom line this is a rollicking look back to the s when the nba really starting coming into its own carried by the lakersceltics rivalry personified in the magic johnsonlarry bird rivalry just sit back and relax showtime is herewinning time premiered premiered in early march on hbo and once episodes have aired they are available on hbo on demand and hbo max where i caught it new episodes air on sunday evenings if you are an nba fan or simply have fond memories of the s id readily suggest you check this out and draw your own conclusion",2022-03-14,NA
"winning time: the rise of the lakers dynasty (2022–2023)","this show rules","heywoodjablome","i dont understand the negative reviews john c riley kills iti came into this with really no expectations at alli wasnt excited and a bit skepticalbut so far im loving itthe guy who plays jerry west really shines as well and somewhat hilariousand breaking the fourth wall was a genius idea times better than watching the lakers this season",2022-03-21,NA
"winning time: the rise of the lakers dynasty (2022–2023)","for any basketball fan this is fun","abehkrieger","i dont know if every detail is correct and i dont care this show is fun the depiction of jerry west is hysterical i wouldnt be surprised if jerry has already sued the show i never rooted for the lakers though i always admired their style this series takes you back to a time when sports was about competition and fun and not about slogans on the court",2022-03-08,NA
"winning time: the rise of the lakers dynasty (2022–2023)","cancelled even before reaching the peak","kububeach","the decision to cancel the show is still mindbogglng to me i thought they received positive reviews from critics and fansanyway i really enjoyed the show i might be biased as im a big lakers fan but i think the combinaton of well established stars reilly brody clarke and the least known ones did work i really like quincy isaiah acting as magic its perfect the different pace between first and second season might be confusing but its not a major flaw the cinematography is also very good and it fits the narrative of the show its lakers s lakers the showtimeagain im still annoyed with the show cancellation i thought there could be more saucy stories or plots to be developed in the following seasons",2022-05-09,NA
"winning time: the rise of the lakers dynasty (2022–2023)","an entertaining show but","schappe","ive now watched all ten episodes of what will now be the first season and was wonderfully entertained by this audacious fastpaced show i love the scenes where jerry buss addresses the audience and was sorry that there were fewer of them after the amazing opener the cast is wonderful john c reilly is perfect as the eversmiling but often troubled dr jerry buss i doubt will ferrell would have been as good sally field is wonderful as his mother and hadley robinson as his under appreciated daughter jeannie who now owns the team and gabby hoffman as buss chief assistant are also excellent quincy isaiah and solomon hughes both look and act like magic johnson and kareem abduljabbar the coaches tracy letts as jack mckinney jason segal as paul westhead and adrien brody as pat reilly all do a good job and the many other roles seem wellcastid give the show a  except for the portrayal of jerry west which has bene heavily criticized by everyone who knew jerry and by jerry himself who appears to be ready to sue the producers ive only seen jerry west on tv but he always seemed like a polite southern gentleman that he would have to be more than that to be the competitor he was is not surprising ive read that he had a lot of inner turmoil but not that he was the temperamental profane selfinvolved jerk we see here it made me wonder how much of what we see in this series is true and how much of it is not theres such a thing as literary license and that may be necessary to turn the cacophony of life into a story but that doesnt excuse character assassinationi also question the characterization of paul westhead as a weakling who doesnt realize that hes going to have to argue with the referees westhead had been the head coach at lasalle for  years before this and had successful teams there thats not the nba but westhead shouldnt have been that far over his head coaching the lakers hed never been an assistant to jack mckinney before the  season yet hes depicted as a longtime mckinney loyalist who is told by jack that mckinney hired him because he knew that westhead would never be a threat to his job or to leave for another this just doesnt seem rightpostscript they have now cancelled this show after the second season which finished with a summary of what happened in subsequent seasons thus the show dramatizes only half of the lakers dynasty and none of the post dynasty era where magic acquired hiv the subject of the first scene in the premiere and lost to michael jordans bulls in magics last finals appearance this is hugely disappointing but i suppose that it was an expensive show to produce and since the ratings were down i guess they felt they had no choice it thus ends with a celtics victory ill bet red auerbach is puffing on his cigar wherever he is now",2022-03-09,NA
"winning time: the rise of the lakers dynasty (2022–2023)","way better than i thought i would be","ellipseanostalrius","i wasnt even going to watch it from the trailers i thought it would be campy and irritating but its notthe comedy bits are actually well developed through excellent dialog not just pratfalls and such there is serious subject matter touched on as well it is really well cast the actors cast may be caricatures of the basketball players they represent but they are enjoyable caricatures highlighting their most endearing or confounding traitsi see many people do not like the portrayals of their alltime favorite basketball stars because they are not exact i had no aspersions this was going to be a factbased drama i thought it was going to be more of an airplane shtickfilled goof festi dont know how accurate it all is because clearly some of the scenes are entirely fabricated clearly some of the setups are for the comedic or dramatic effect and thats totally fineoverall well directed great cast great writing i recommend this to anyone not just basketball lovers",2022-05-01,NA
"winning time: the rise of the lakers dynasty (2022–2023)","as good as it gets","xthexxtruthx","top level tv everything about it oozes quality passion attention to detailscript cast characters relationships direction music costumes choices on the tools used to filmauthenticity in an era of phoney talentless garbagebeautiful",2022-03-07,NA
"winning time: the rise of the lakers dynasty (2022–2023)","only into basketball a little and love this series","uniqueparticle","adam mckay is a masterful director to start off the series most of his projects are great especially the drama ones step brothers and anchorman are excellent as well winning time is better than i expected its fun very well made all around and powerful acting that is captivating i dont even know much about basketball would still recommend the series",2022-03-13,NA
"winning time: the rise of the lakers dynasty (2022–2023)","so far  its engaging","maxax","okay  slight update to my original review  i have finally watched all of it both seasons  and i loved it all i was personally hoping for a season   it was a great series only one episode in  but its engaging they could probably clean it up just a bit  i dont really need a lot of raunch in my basketball  theres a lot more to the story than just sex there are a lot of elements to explore here  but its not bad so farnow that ive finished the entire series let me say this  it was good i enjoyed it tons and sure some of the players coaches and staff felt like they werent portrayed  accurately  and they werent consulted during the making of the show but  i dont think anyone was really represented badly  and its a show  it was good  i really enjoyed it",2022-03-07,NA
"winning time: the rise of the lakers dynasty (2022–2023)","as a laker fan","asterblasterth","i had to check this out of course i must say i am not disappointed for now i like the way they shot it and breaking down the th wall is a nice touch too it also makes you feel youre back in the s the casting is great not only for their talent but also for their appearance the resemblance with magic kareem dr buss and jerry west is definitely there as a life long laker fan the story is very recognizable with some dramatization of coursei think its an interesting show whether youre a laker fan or not",2022-03-16,NA
